stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
9513,9513,Centro Congressos,,38.69967270,-9.18373380,,,0,,,
6707,6707,R. Borges Carneiro / Cç. Estrela,,38.71226870,-9.15661980,,,0,,,
7609,7609,Gasolineiras,,38.78099170,-9.12483480,,,0,,,
7699,7699,Aeroporto,,38.76922410,-9.12808090,,,0,,,
12931,12931,B. 2 Maio,,38.71218000,-9.19910280,,,0,,,
7727,7727,R. Mercado,,38.77096270,-9.11713380,,,0,,,
12930,12930,Restelo,,38.71273250,-9.21078100,,,0,,,
12933,12933,Ajuda (Associação Desportiva),,38.71194880,-9.20385070,,,0,,,
7707,7707,Piscina Olivais,,38.76860970,-9.11489780,,,0,,,
12932,12932,Ajuda (Associação Desportiva),,38.71143340,-9.20406400,,,0,,,
7717,7717,Esc. Olivais,,38.76528870,-9.10960980,,,0,,,
1609,1609,Sete Rios,,38.74145420,-9.16949060,,,0,,,
1619,1619,Sete Rios,,38.74131920,-9.17024380,,,0,,,
1629,1629,Sete Rios,,38.74179910,-9.16882580,,,0,,,
1707,1707,Picoas,,38.73012870,-9.14543280,,,0,,,
19001,19001,Centro Sul,,38.66789220,-9.16413980,,,0,,,
4003,4003,Alcântara Mar,,38.70287570,-9.17323480,,,0,,,
8519,8519,R. D. João V,,38.72106170,-9.16097380,,,0,,,
8509,8509,Av. Cons. Fernando Sousa,,38.72522470,-9.15996680,,,0,,,
2707,2707,R. B (B. Liberdade),,38.73488790,-9.17037740,,,0,,,
3609,3609,Av. Vergílio Ferreira (Fundação Oriente),,38.74353070,-9.11885680,,,0,,,
8607,8607,Viaduto Duarte Pacheco,,38.72331240,-9.16642860,,,0,,,
9509,9509,Tv. Artur Lamas,,38.69973270,-9.19268080,,,0,,,
3727,3727,Centro Saúde Marvila,,38.74202570,-9.10968850,,,0,,,
3707,3707,Av. João Paulo II,,38.74742370,-9.11026580,,,0,,,
3717,3717,Av. Paulo VI (Igreja),,38.74307570,-9.11179280,,,0,,,
6033,6033,R. João Amaral,,38.78696070,-9.14993980,,,0,,,
6023,6023,B. Sete Céus,,38.78605170,-9.14992780,,,0,,,
6013,6013,R. Melo Antunes,,38.77920330,-9.14467540,,,0,,,
9607,9607,R. Jerónimos,,38.69979770,-9.20590680,,,0,,,
6003,6003,Qta. Pailepa,,38.78789800,-9.14549260,,,0,,,
7709,7709,Av. Berlim / Av. Cidade Luanda,,38.76824970,-9.11117880,,,0,,,
7003,7003,Pç. Paiva Couceiro,,38.73041670,-9.12779480,,,0,,,
7013,7013,R. Morais Soares (Cemitério),,38.73062070,-9.12533480,,,0,,,
9208,9208,Campo Mártires Pátria,,38.72224570,-9.13988780,,,0,,,
1709,1709,Pç. José Fontana,,38.73074470,-9.14376180,,,0,,,
4009,4009,Alcântara Mar,,38.70584670,-9.17435780,,,0,,,
1003,1003,Restauradores,,38.71598870,-9.14158680,,,0,,,
1013,1013,Lavra - R. Câmara Pestana,,38.71866200,-9.14012490,,,0,,,
2709,2709,Serafina,,38.73251670,-9.17179480,,,0,,,
4113,4113,Belém (Museu Coches),,38.69738270,-9.19881480,,,0,,,
4103,4103,Belém - Cç. Ajuda,,38.69783170,-9.19948480,,,0,,,
2053,2053,Entrecampos - Av. EUA,,38.74837270,-9.14701080,,,0,,,
8609,8609,Arco Carvalhão,,38.72420770,-9.16526080,,,0,,,
2023,2023,Av. 5 Outubro / Av. Álvaro Pais,,38.74421550,-9.14959910,,,0,,,
2013,2013,Entrecampos,,38.74881570,-9.14783780,,,0,,,
2003,2003,Entrecampos Norte,,38.74980270,-9.14824380,,,0,,,
3709,3709,Esc. Marvila,,38.74031870,-9.10982880,,,0,,,
3719,3719,Av. Paulo VI / R. José Patrocínio,,38.74434070,-9.11076480,,,0,,,
7410,7410,Lg. Frei Heitor Pinto,,38.75522970,-9.13918180,,,0,,,
8717,8717,B. Monsanto,,38.73279470,-9.19371680,,,0,,,
8707,8707,Luneta Quartéis,,38.73147370,-9.19765380,,,0,,,
6029,6029,Pç. D. António Ribeiro,,38.78049370,-9.15151480,,,0,,,
6019,6019,Av. Nuno Krus Abecassis,,38.77962850,-9.15118170,,,0,,,
9609,9609,Mosteiro Jerónimos,,38.69733770,-9.20341580,,,0,,,
6009,6009,Campo Amoreiras,,38.78550720,-9.14280290,,,0,,,
3023,3023,Reboleira (Metro),,38.75038470,-9.22186280,,,0,,,
3003,3003,Damaia - R. D. Francisco Almeida,,38.74983350,-9.21288590,,,0,,,
3013,3013,Damaia - Av. D. João V,,38.74550410,-9.21783150,,,0,,,
50010,50010,R. Prof. João Barreira,,38.76254470,-9.17081180,,,0,,,
50011,50011,Telheiras,,38.76058270,-9.16972180,,,0,,,
50012,50012,Telheiras,,38.76043300,-9.16950960,,,0,,,
50013,50013,R. Prof. Fernando Fonseca,,38.76172070,-9.16518480,,,0,,,
50014,50014,R. Prof. Fernando Fonseca,,38.76157770,-9.16507280,,,0,,,
50015,50015,Esc. Telheiras,,38.76015170,-9.17440080,,,0,,,
50016,50016,Esc. Telheiras,,38.76001340,-9.17408200,,,0,,,
50017,50017,Qta. Barros,,38.75572570,-9.16828780,,,0,,,
50018,50018,R. Fernando Namora,,38.76005570,-9.17770980,,,0,,,
50019,50019,R. Fernando Namora,,38.76013570,-9.17762480,,,0,,,
6133,6133,R. Gen. Taborda,,38.72873200,-9.16321750,,,0,,,
6123,6123,R. Campolide (Escola),,38.73226870,-9.16243080,,,0,,,
6113,6113,Campolide,,38.72676220,-9.16236800,,,0,,,
9707,9707,Av. Restelo,,38.69933620,-9.21415640,,,0,,,
6103,6103,R. Artilharia Um / R. Francisco M. Melo,,38.72756820,-9.15900500,,,0,,,
9717,9717,R. S. Francisco Xavier,,38.69911970,-9.21758280,,,0,,,
7009,7009,Esc. Nuno Gonçalves,,38.72761470,-9.12820380,,,0,,,
7019,7019,R. Barão Sabrosa / R. Baldaques,,38.73383970,-9.12840980,,,0,,,
1410,1410,Av. Marquês Tomar,,38.73493770,-9.14956380,,,0,,,
7103,7103,Conde Barão - Av. D. Carlos I,,38.70890370,-9.15293380,,,0,,,
4502,4502,Sul e Sueste,,38.70830770,-9.13335180,,,0,,,
2410,2410,Parque Nações Sul,,38.75502870,-9.09660280,,,0,,,
5502,5502,Pç. Comércio,,38.70900570,-9.13532180,,,0,,,
5512,5512,Pç. Comércio,,38.70828460,-9.13632240,,,0,,,
4109,4109,Belém,,38.69713820,-9.20071710,,,0,,,
1103,1103,Av. Liberdade,,38.71973770,-9.14500980,,,0,,,
2019,2019,Estação Entrecampos,,38.74502170,-9.14770680,,,0,,,
2009,2009,Av. Forças Armadas / R. Sanches Coelho,,38.74773970,-9.15257180,,,0,,,
6502,6502,Estefânia,,38.73255770,-9.14098980,,,0,,,
7406,7406,Av. Sta. Joana Princesa,,38.75468570,-9.13654880,,,0,,,
2133,2133,Estação Sta. Apolónia,,38.71401110,-9.12228380,,,0,,,
2123,2123,Campo Sta. Clara,,38.71539170,-9.12307780,,,0,,,
2113,2113,Estação Sta. Apolónia,,38.71432320,-9.12156080,,,0,,,
2103,2103,R. Bica Sapato,,38.71637770,-9.12062080,,,0,,,
4305,4305,Estr. Costa,,38.70337070,-9.25142980,,,0,,,
3009,3009,R. Gen. Fernando Tamagnini,,38.74632350,-9.22260400,,,0,,,
3019,3019,R. Bernardino Machado,,38.74321970,-9.21875780,,,0,,,
7502,7502,Av. Brasil (Rot. Relógio),,38.76236570,-9.13049280,,,0,,,
7512,7512,Qta. Narigão,,38.75825570,-9.13018180,,,0,,,
8013,8013,Esc. Manuel Maia,,38.71699370,-9.16962380,,,0,,,
8003,8003,R. 4 Infantaria,,38.71827270,-9.16477880,,,0,,,
8023,8023,R. C. Teles / R. Ten. Ferreira Durão,,38.71922070,-9.16677580,,,0,,,
6129,6129,Campolide (Av. Cons. Fernando Sousa),,38.72739790,-9.16143260,,,0,,,
6119,6119,Campolide,,38.72773070,-9.16204780,,,0,,,
9709,9709,R. Alto Duque,,38.70101970,-9.22145880,,,0,,,
6109,6109,B. Campolide,,38.72896570,-9.16608980,,,0,,,
9003,9003,R. João Silva,,38.74257520,-9.12934880,,,0,,,
1406,1406,B. Azul,,38.73341470,-9.15451580,,,0,,,
1502,1502,B. Azul (Gulbenkian),,38.73653270,-9.15593080,,,0,,,
1512,1512,R. Filipe Mata,,38.74131670,-9.16028580,,,0,,,
2406,2406,Hosp. Descobertas,,38.75741270,-9.09816480,,,0,,,
7305,7305,Av. Alm. Gago Coutinho / Av. EUA,,38.74960270,-9.13074480,,,0,,,
5804,5804,Campo Grande Norte,,38.75786970,-9.15540280,,,0,,,
5814,5814,Hosp. Pulido Valente,,38.76527070,-9.15734480,,,0,,,
5824,5824,R. Francisco Stromp,,38.76343870,-9.15944180,,,0,,,
5508,5508,Pç. Comércio,,38.70837970,-9.13773580,,,0,,,
2512,2512,R. Caribe,,38.76622370,-9.09779980,,,0,,,
13622,13622,R. António Albino Machado,,38.75461070,-9.16813980,,,0,,,
13623,13623,R. Soeiros,,38.75587470,-9.17730280,,,0,,,
8440,8440,R. Manhiça,,38.75829870,-9.10824480,,,0,,,
13620,13620,R. S. Tomás Aquino,,38.75147370,-9.16766680,,,0,,,
13621,13621,R. António Albino Machado,,38.75419730,-9.16912190,,,0,,,
13626,13626,R. Mateus Vicente / R. Anjos Teixeira,,38.75627870,-9.18100980,,,0,,,
13627,13627,R. Natércia Freire,,38.75469070,-9.18233580,,,0,,,
13624,13624,R. Virgílio Correia,,38.75485070,-9.17374080,,,0,,,
8430,8430,Esc. Vitorino Nemésio,,38.75664970,-9.11461980,,,0,,,
13625,13625,R. Virgílio Correia (Loja Cidadão),,38.75126870,-9.17212880,,,0,,,
8420,8420,Av. Pádua,,38.76298670,-9.10685580,,,0,,,
6824,6824,Jardim Amoreiras,,38.72147370,-9.15638080,,,0,,,
13628,13628,R. António Alçada Baptista,,38.75392270,-9.18191280,,,0,,,
6814,6814,R. Rodrigo Fonseca,,38.72120070,-9.15178680,,,0,,,
13629,13629,Estr. Luz,,38.75494670,-9.17595780,,,0,,,
6804,6804,Rato,,38.72009070,-9.15483780,,,0,,,
4219,4219,Algés - Pç. D. Manuel I,,38.69941270,-9.22856780,,,0,,,
4209,4209,R. Damião Góis,,38.69822970,-9.22503580,,,0,,,
2129,2129,Mercado Sta. Clara,,38.71538570,-9.12541780,,,0,,,
6610,6610,R. Conde Redondo,,38.72662270,-9.14508580,,,0,,,
9410,9410,R. Maria Pia / Estr. Loureiro,,38.71108170,-9.17234280,,,0,,,
9420,9420,Lg. Necessidades,,38.70711770,-9.17141980,,,0,,,
9430,9430,R. Feliciano Sousa,,38.70918970,-9.17537080,,,0,,,
7824,7824,Av. Boa Esperança,,38.77440030,-9.09749780,,,0,,,
2199,2199,Campo Sta. Clara,,38.71543870,-9.12321780,,,0,,,
7804,7804,Pç. José Queirós,,38.77424270,-9.10623680,,,0,,,
7814,7814,Estação Oriente (Interface),,38.76818070,-9.09992580,,,0,,,
7518,7518,R. Cidade Beira,,38.76782770,-9.12337180,,,0,,,
8019,8019,Igreja Sto. Condestável (C. Ourique),,38.71484370,-9.16650080,,,0,,,
8009,8009,R. Sampaio Bruno,,38.71833770,-9.16936180,,,0,,,
8029,8029,Campo Ourique (Prazeres),,38.71440070,-9.17001980,,,0,,,
7610,7610,Gasolineiras,,38.78046770,-9.12542880,,,0,,,
8113,8113,R. João Deus,,38.71268370,-9.16021880,,,0,,,
8103,8103,Jardim Estrela,,38.71556570,-9.16000580,,,0,,,
2335,2335,R. Vila Fontes,,38.75834970,-9.10563780,,,0,,,
2315,2315,Av. Inf. D. Henrique / Av. Berlim,,38.76683770,-9.10399780,,,0,,,
9009,9009,Casal Vistoso,,38.74135070,-9.12817180,,,0,,,
9103,9103,R. Penha França,,38.72436970,-9.12961480,,,0,,,
9113,9113,R. Bartolomeu Costa,,38.72056870,-9.12376680,,,0,,,
9123,9123,R. Gen. Themudo Barata,,38.72694370,-9.12420980,,,0,,,
9133,9133,Sapadores,,38.72197070,-9.12874080,,,0,,,
3305,3305,B. Santos,,38.74484770,-9.15657680,,,0,,,
1814,1814,Av. República,,38.73826870,-9.14605280,,,0,,,
1508,1508,Pç. Espanha,,38.73821120,-9.15890780,,,0,,,
7209,7209,Qta. Lavadeiras,,38.78378270,-9.16406180,,,0,,,
7219,7219,Cç. Carriche,,38.78152870,-9.16425450,,,0,,,
1610,1610,Sete Rios,,38.74083030,-9.16812230,,,0,,,
1620,1620,Av. Columb. B. Pinheiro (Est. Sete Rios),,38.73946570,-9.16756380,,,0,,,
5802,5802,Hipódromo,,38.75786970,-9.16287280,,,0,,,
5812,5812,Hosp. Pulido Valente,,38.76519170,-9.15687980,,,0,,,
5832,5832,Qta. Lambert - R. Agostinho Neto,,38.76323670,-9.15345280,,,0,,,
2814,2814,R. Vasco Botelho Amaral,,38.74275630,-9.20188970,,,0,,,
2804,2804,R. Gen. Morais Sarmento,,38.74778270,-9.19781580,,,0,,,
5906,5906,Lumiar,,38.77287670,-9.16131580,,,0,,,
5916,5916,R. Rainha D. Luísa Gusmão,,38.76746370,-9.15960980,,,0,,,
13125,13125,R. Mem Rodrigues,,38.70813270,-9.20902580,,,0,,,
5926,5926,Ameixoeira,,38.78188470,-9.15866180,,,0,,,
13124,13124,Estádio Restelo,,38.70419070,-9.20785080,,,0,,,
13126,13126,R. Mem Rodrigues,,38.70807970,-9.20889780,,,0,,,
13121,13121,R. Pero Alenquer,,38.70315770,-9.21119280,,,0,,,
8416,8416,Cabo Ruivo - Av. Dr. Augusto Castro,,38.75716870,-9.11255680,,,0,,,
13120,13120,Restelo (EPUL),,38.70558170,-9.21248460,,,0,,,
8406,8406,Cabo Ruivo - Av. Mar. Gomes Costa,,38.75904070,-9.11340080,,,0,,,
13123,13123,R. Cons. Martins Carvalho,,38.70658270,-9.20402080,,,0,,,
13122,13122,R. Pero Alenquer,,38.70338290,-9.21146670,,,0,,,
8426,8426,R. Cons. Emídio Navarro,,38.75687370,-9.11850580,,,0,,,
6822,6822,Rato,,38.72029270,-9.15565580,,,0,,,
6812,6812,Rato,,38.72025070,-9.15488480,,,0,,,
6802,6802,Av. Álvares Cabral,,38.71834570,-9.15694280,,,0,,,
3824,3824,Corpo Santo,,38.70723650,-9.14116990,,,0,,,
3804,3804,Cais Sodré,,38.70592170,-9.14396180,,,0,,,
1209,1209,Mq. Pombal - R. Joaquim A. Aguiar,,38.72538350,-9.15204210,,,0,,,
5706,5706,Campo Grande - Av. Brasil,,38.75469270,-9.15190280,,,0,,,
1229,1229,Marquês Pombal,,38.72566570,-9.14903980,,,0,,,
8512,8512,Amoreiras,,38.72382670,-9.16091280,,,0,,,
8502,8502,Amoreiras,,38.72409370,-9.16071880,,,0,,,
6906,6906,Hosp. D. Estefânia,,38.72754270,-9.14079880,,,0,,,
9406,9406,R. Maria Pia,,38.71283970,-9.17362780,,,0,,,
9416,9416,Qta. Jacinto,,38.70818870,-9.17661240,,,0,,,
9426,9426,R. Necessidades,,38.70574570,-9.16975480,,,0,,,
4309,4309,Cruz Quebrada (Clube Ténis Jamor),,38.70774870,-9.25151180,,,0,,,
3610,3610,Av. Vergílio Ferreira (Fundação Oriente),,38.74414070,-9.11844580,,,0,,,
7822,7822,Av. D. João II,,38.77133070,-9.09776180,,,0,,,
7802,7802,R. Sarg. Armando Monteiro Ferreira,,38.77171370,-9.10998280,,,0,,,
7812,7812,Pç. José Queirós,,38.77379670,-9.10475380,,,0,,,
2219,2219,Av. Paulo VI,,38.74790770,-9.10894980,,,0,,,
2209,2209,B. Prodac,,38.74660570,-9.10710980,,,0,,,
6716,6716,R. Palmeira,,38.71484170,-9.15014980,,,0,,,
9502,9502,Hosp. Egas Moniz - Av. India,,38.69776570,-9.18697380,,,0,,,
6706,6706,R. S. Bento,,38.71528570,-9.15437880,,,0,,,
9512,9512,R. Pinto Ferreira,,38.69822970,-9.19135180,,,0,,,
7906,7906,R. Laureano Oliveira,,38.77664730,-9.10284960,,,0,,,
7916,7916,Moscavide (Qta. Laranjeiras),,38.77191570,-9.10148080,,,0,,,
8109,8109,Estrela - R. Domingos Sequeira,,38.71409170,-9.16170980,,,0,,,
7726,7726,R. Mercado,,38.77052970,-9.11693580,,,0,,,
7706,7706,Piscina Olivais,,38.76961950,-9.11247160,,,0,,,
7716,7716,Av. Berlim,,38.76715570,-9.11021280,,,0,,,
9109,9109,Sapadores,,38.72219670,-9.12871880,,,0,,,
9119,9119,R. Sra. Glória,,38.71822270,-9.12766380,,,0,,,
9129,9129,Sapadores,,38.72098070,-9.13019680,,,0,,,
1802,1802,Saldanha,,38.73390070,-9.14506380,,,0,,,
1812,1812,Saldanha,,38.73362670,-9.14508480,,,0,,,
8305,8305,Cç. Grilo,,38.73025070,-9.10788780,,,0,,,
1906,1906,Campo Pequeno - Av. República,,38.74171270,-9.14688980,,,0,,,
7309,7309,R. Eduardo Noronha,,38.75168570,-9.13201780,,,0,,,
2812,2812,Estação Benfica,,38.74488670,-9.19981780,,,0,,,
9305,9305,R. Arco Carvalhão (Ajuda de Mãe),,38.71994370,-9.17254880,,,0,,,
2802,2802,Estação Benfica - Av. Gomes Pereira,,38.74544870,-9.19803380,,,0,,,
2906,2906,R. Prof. Jorge Silva Horta,,38.74596420,-9.20471180,,,0,,,
13824,13824,Lg. Terreirinho,,38.71606920,-9.13307060,,,0,,,
13822,13822,R. Lagares,,38.71546670,-9.13208380,,,0,,,
3802,3802,Cais Sodré,,38.70634080,-9.14539260,,,0,,,
3812,3812,Cais Sodré,,38.70568670,-9.14396780,,,0,,,
8844,8844,Alto Zambujal,,38.73633870,-9.21259480,,,0,,,
8814,8814,Buraca,,38.74378470,-9.20576380,,,0,,,
8804,8804,Qta. Torres,,38.73362470,-9.20765980,,,0,,,
5708,5708,Campo Grande - Av. Brasil,,38.75514270,-9.15034380,,,0,,,
8824,8824,R. Creche,,38.74407770,-9.21087380,,,0,,,
8518,8518,Amoreiras (C. Comercial),,38.72272370,-9.16111280,,,0,,,
8508,8508,Cruz Almas,,38.72534670,-9.16333090,,,0,,,
2716,2716,Estação Campolide,,38.73138330,-9.16837600,,,0,,,
2706,2706,B. Liberdade,,38.73308570,-9.16911580,,,0,,,
4114,4114,Altinho (MAAT),,38.69751470,-9.19600880,,,0,,,
4104,4104,Belém - Cç. Ajuda,,38.69798970,-9.19938280,,,0,,,
3926,3926,Santos,,38.70648270,-9.15447680,,,0,,,
3906,3906,Cais Rocha (Museu Nac. Arte Antiga),,38.70378140,-9.16235200,,,0,,,
8610,8610,Arco Carvalhão,,38.72402570,-9.16537180,,,0,,,
9804,9804,R. D. Fuas Roupinho,,38.72461770,-9.11637980,,,0,,,
9814,9814,Cç. Cruz Pedra,,38.72036070,-9.11710780,,,0,,,
9824,9824,Cç. Cruz Pedra,,38.72046370,-9.11780480,,,0,,,
6718,6718,Cç. Estrela / R. Dr. Teófilo Braga,,38.71276370,-9.15743080,,,0,,,
9508,9508,R. Pinto Ferreira,,38.69783270,-9.19175680,,,0,,,
6708,6708,R. Borges Carneiro / Cç. Estrela,,38.71229270,-9.15633480,,,0,,,
3726,3726,Az. Vale Fundão,,38.74360530,-9.10527020,,,0,,,
3706,3706,Pç. Eduardo Mondlane,,38.74413770,-9.11367980,,,0,,,
3716,3716,Av. Paulo VI (Igreja),,38.74246570,-9.11292880,,,0,,,
6030,6030,Pç. D. António Ribeiro,,38.78018830,-9.15147040,,,0,,,
6020,6020,Av. Nuno Krus Abecassis,,38.77940120,-9.15120130,,,0,,,
2319,2319,Az. Baptista,,38.75306120,-9.10326980,,,0,,,
6010,6010,Qta. Pailepa,,38.78809170,-9.14565180,,,0,,,
9610,9610,Mosteiro Jerónimos,,38.69722870,-9.20505980,,,0,,,
7728,7728,Av. Berlim (Pç. Baden Powell),,38.76811770,-9.10906080,,,0,,,
7708,7708,Piscina Olivais,,38.76870270,-9.11438580,,,0,,,
7718,7718,Esc. Olivais,,38.76490170,-9.10977480,,,0,,,
6124,6124,R. Campolide (Escola),,38.73221470,-9.16273780,,,0,,,
6104,6104,Campolide,,38.72649970,-9.16226800,,,0,,,
3309,3309,Qta. Freiras,,38.74394770,-9.15477080,,,0,,,
7010,7010,Pç. Paiva Couceiro,,38.73136770,-9.12708780,,,0,,,
9209,9209,Desterro,,38.72079320,-9.13815080,,,0,,,
7104,7104,Conde Barão - Av. D. Carlos I,,38.70941510,-9.15325790,,,0,,,
1010,1010,Restauradores,,38.71619980,-9.14175690,,,0,,,
8842,8842,B. Zambujal,,38.73868270,-9.21036280,,,0,,,
8802,8802,B. Boavista,,38.73514520,-9.20459880,,,0,,,
8822,8822,Estr. Alfragide (Buraca),,38.74276920,-9.20594350,,,0,,,
2718,2718,R. Campolide / Av. José Malhoa,,38.73670740,-9.16780070,,,0,,,
2708,2708,R. B (B. Liberdade),,38.73465270,-9.17022180,,,0,,,
6401,6401,Av. João XXI,,38.74220870,-9.14034880,,,0,,,
4112,4112,Belém (Museu Coches),,38.69746170,-9.19858380,,,0,,,
4102,4102,Estação Fluvial Belém,,38.69671870,-9.19912980,,,0,,,
1104,1104,R. Telhal,,38.71962570,-9.14224980,,,0,,,
8916,8916,R. João Nascimento Costa,,38.73416070,-9.12082980,,,0,,,
8906,8906,R. Capitão Roby,,38.73797370,-9.12243080,,,0,,,
